ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,logt(TRAIN_TT) x ga_1,TRAIN_ASC_1,logt(TRAIN_CO)_1,logt(TRAIN_CO)_1,logt(TRAIN_CO) x purpose_1,logt(TRAIN_CO) x purpose_2,logt(TRAIN_CO) x ga_1,TRAIN_CO_1,logt(TRAIN_CO) x age_1,logt(TRAIN_CO) x age_2,logt(TRAIN_CO) x age_3,logt(TRAIN_CO) x age_4,TRAIN_CO x purpose_1,TRAIN_CO x purpose_2,logt(TRAIN_HE)_1,logt(SM_CO) x ga_1,logt(SM_CO) x purpose_1,logt(SM_CO) x purpose_2,logt(SM_CO)_1,logt(SM_TT)_1,SM_CO_1,SM_ASC x age_1,SM_ASC x age_2,SM_ASC x age_3,SM_ASC x age_4,SM_CO x purpose_1,SM_CO x purpose_2,logt(CAR_CO)_1,CAR_TT x ga_1,logt(CAR_TT) x purpose_1,logt(CAR_TT) x purpose_2,logt(CAR_CO) x age_1,logt(CAR_CO) x age_2,logt(CAR_CO) x age_3,logt(CAR_CO) x age_4,CAR_CO x purpose_1,CAR_CO x purpose_2,CAR_TT x age_1,CAR_TT x age_2,CAR_TT x age_3,CAR_TT x age_4
631,2,1,1,1,1.386,1.000,0.723,0.723,0.723,0.000,0.723,1.060,0.000,0.723,0.000,0.000,1.060,0.000,1.099,0.802,0.802,0.000,0.802,0.875,1.230,0.000,1.000,0.000,0.000,1.230,0.000,0.990,2.800,1.335,0.000,0.000,0.990,0.000,0.000,1.690,0.000,0.000,2.800,0.000,0.000
631,2,1,1,1,1.313,1.000,0.723,0.723,0.723,0.000,0.723,1.060,0.000,0.723,0.000,0.000,1.060,0.000,0.693,0.802,0.802,0.000,0.802,0.875,1.230,0.000,1.000,0.000,0.000,1.230,0.000,0.833,4.550,1.714,0.000,0.000,0.833,0.000,0.000,1.300,0.000,0.000,4.550,0.000,0.000
631,2,1,1,1,1.313,1.000,0.820,0.820,0.820,0.000,0.820,1.270,0.000,0.820,0.000,0.000,1.270,0.000,0.693,0.892,0.892,0.000,0.892,0.818,1.440,0.000,1.000,0.000,0.000,1.440,0.000,0.713,3.500,1.504,0.000,0.000,0.713,0.000,0.000,1.040,0.000,0.000,3.500,0.000,0.000
631,2,1,1,1,1.313,1.000,0.723,0.723,0.723,0.000,0.723,1.060,0.000,0.723,0.000,0.000,1.060,0.000,1.099,0.824,0.824,0.000,0.824,0.773,1.280,0.000,1.000,0.000,0.000,1.280,0.000,0.990,3.500,1.504,0.000,0.000,0.990,0.000,0.000,1.690,0.000,0.000,3.500,0.000,0.000
631,2,1,1,1,1.386,1.000,0.820,0.820,0.820,0.000,0.820,1.270,0.000,0.820,0.000,0.000,1.270,0.000,0.405,1.001,1.001,0.000,1.001,0.875,1.720,0.000,1.000,0.000,0.000,1.720,0.000,0.990,3.500,1.504,0.000,0.000,0.990,0.000,0.000,1.690,0.000,0.000,3.500,0.000,0.000
1095,3,1,1,1,1.439,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.000,0.820,0.000,0.000,1.099,0.842,0.000,0.000,0.842,1.082,1.320,0.000,0.000,0.000,1.000,0.000,0.000,0.742,3.683,0.000,0.000,0.000,0.000,0.000,0.742,0.000,0.000,0.000,0.000,0.000,3.683
1095,3,1,1,1,1.365,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.000,0.820,0.000,0.000,0.405,0.824,0.000,0.000,0.824,1.053,1.280,0.000,0.000,0.000,1.000,0.000,0.000,0.888,3.683,0.000,0.000,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,3.683
1095,3,1,1,1,1.576,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.000,0.820,0.000,0.000,0.693,0.912,0.000,0.000,0.912,1.115,1.490,0.000,0.000,0.000,1.000,0.000,0.000,0.631,3.683,0.000,0.000,0.000,0.000,0.000,0.631,0.000,0.000,0.000,0.000,0.000,3.683
1095,3,1,1,1,1.365,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.000,0.000,0.723,0.000,0.000,0.405,0.842,0.000,0.000,0.842,1.082,1.320,0.000,0.000,0.000,1.000,0.000,0.000,0.631,2.267,0.000,0.000,0.000,0.000,0.000,0.631,0.000,0.000,0.000,0.000,0.000,2.267
1095,3,1,1,1,1.576,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.000,0.000,0.668,0.000,0.000,0.693,0.723,0.000,0.000,0.723,1.082,1.060,0.000,0.000,0.000,1.000,0.000,0.000,0.888,2.833,0.000,0.000,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,2.833
1095,3,1,1,1,1.439,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.000,0.000,0.668,0.000,0.000,1.099,0.802,0.000,0.000,0.802,1.053,1.230,0.000,0.000,0.000,1.000,0.000,0.000,0.631,2.833,0.000,0.000,0.000,0.000,0.000,0.631,0.000,0.000,0.000,0.000,0.000,2.833
1095,3,1,1,1,1.365,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.000,0.820,0.000,0.000,1.099,0.912,0.000,0.000,0.912,1.115,1.490,0.000,0.000,0.000,1.000,0.000,0.000,0.742,2.267,0.000,0.000,0.000,0.000,0.000,0.742,0.000,0.000,0.000,0.000,0.000,2.267
1095,3,1,1,1,1.365,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.000,0.000,0.668,0.000,0.000,0.405,0.732,0.000,0.000,0.732,1.115,1.080,0.000,0.000,0.000,1.000,0.000,0.000,0.742,2.833,0.000,0.000,0.000,0.000,0.000,0.742,0.000,0.000,0.000,0.000,0.000,2.833
1095,3,1,1,1,1.576,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.000,0.000,0.723,0.000,0.000,0.693,0.770,0.000,0.000,0.770,1.053,1.160,0.000,0.000,0.000,1.000,0.000,0.000,0.742,2.267,0.000,0.000,0.000,0.000,0.000,0.742,0.000,0.000,0.000,0.000,0.000,2.267
208,2,1,1,1,0.000,1.000,3.940,3.940,0.000,3.940,0.000,50.400,0.000,0.000,3.940,0.000,0.000,50.400,1.099,0.000,0.000,3.940,3.940,0.651,50.400,0.000,0.000,1.000,0.000,0.000,50.400,0.405,0.000,0.000,0.981,0.000,0.000,0.405,0.000,0.000,0.500,0.000,0.000,1.667,0.000
208,2,1,1,1,0.000,1.000,3.658,3.658,0.000,3.658,0.000,37.800,0.000,0.000,3.658,0.000,0.000,37.800,1.099,0.000,0.000,4.018,4.018,0.685,54.600,0.000,0.000,1.000,0.000,0.000,54.600,0.336,0.000,0.000,0.847,0.000,0.000,0.336,0.000,0.000,0.400,0.000,0.000,1.333,0.000
208,1,1,1,1,0.000,1.000,3.658,3.658,0.000,3.658,0.000,37.800,0.000,0.000,3.658,0.000,0.000,37.800,1.099,0.000,0.000,3.940,3.940,0.668,50.400,0.000,0.000,1.000,0.000,0.000,50.400,0.336,0.000,0.000,1.153,0.000,0.000,0.336,0.000,0.000,0.400,0.000,0.000,2.167,0.000
208,2,1,1,1,0.000,1.000,3.658,3.658,0.000,3.658,0.000,37.800,0.000,0.000,3.658,0.000,0.000,37.800,0.693,0.000,0.000,4.018,4.018,0.685,54.600,0.000,0.000,1.000,0.000,0.000,54.600,0.501,0.000,0.000,1.153,0.000,0.000,0.501,0.000,0.000,0.650,0.000,0.000,2.167,0.000
208,1,1,1,1,0.000,1.000,3.761,3.761,0.000,3.761,0.000,42.000,0.000,0.000,3.761,0.000,0.000,42.000,1.099,0.000,0.000,3.940,3.940,0.685,50.400,0.000,0.000,1.000,0.000,0.000,50.400,0.501,0.000,0.000,0.847,0.000,0.000,0.501,0.000,0.000,0.650,0.000,0.000,1.333,0.000
208,2,1,1,1,0.000,1.000,3.940,3.940,0.000,3.940,0.000,50.400,0.000,0.000,3.940,0.000,0.000,50.400,0.693,0.000,0.000,4.018,4.018,0.668,54.600,0.000,0.000,1.000,0.000,0.000,54.600,0.336,0.000,0.000,0.981,0.000,0.000,0.336,0.000,0.000,0.400,0.000,0.000,1.667,0.000
208,1,1,1,1,0.000,1.000,3.761,3.761,0.000,3.761,0.000,42.000,0.000,0.000,3.761,0.000,0.000,42.000,0.693,0.000,0.000,3.940,3.940,0.685,50.400,0.000,0.000,1.000,0.000,0.000,50.400,0.405,0.000,0.000,1.153,0.000,0.000,0.405,0.000,0.000,0.500,0.000,0.000,2.167,0.000
208,1,1,1,1,0.000,1.000,3.940,3.940,0.000,3.940,0.000,50.400,0.000,0.000,3.940,0.000,0.000,50.400,0.405,0.000,0.000,4.222,4.222,0.685,67.200,0.000,0.000,1.000,0.000,0.000,67.200,0.501,0.000,0.000,0.981,0.000,0.000,0.501,0.000,0.000,0.650,0.000,0.000,1.667,0.000
208,1,1,1,1,0.000,1.000,3.761,3.761,0.000,3.761,0.000,42.000,0.000,0.000,3.761,0.000,0.000,42.000,1.099,0.000,0.000,4.018,4.018,0.651,54.600,0.000,0.000,1.000,0.000,0.000,54.600,0.501,0.000,0.000,0.981,0.000,0.000,0.501,0.000,0.000,0.650,0.000,0.000,1.667,0.000
1112,2,1,1,1,1.419,1.000,0.542,0.542,0.000,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.000,0.000,1.099,0.565,0.000,0.000,0.565,1.243,0.760,0.000,0.000,1.000,0.000,0.000,0.000,0.588,1.667,0.000,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,1.667,0.000
1112,3,1,1,1,1.243,1.000,0.432,0.432,0.000,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.000,0.000,1.099,0.470,0.000,0.000,0.470,1.253,0.600,0.000,0.000,1.000,0.000,0.000,0.000,0.495,2.167,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,2.167,0.000
1112,2,1,1,1,1.419,1.000,0.432,0.432,0.000,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.000,0.000,1.099,0.470,0.000,0.000,0.470,1.262,0.600,0.000,0.000,1.000,0.000,0.000,0.000,0.495,1.333,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,1.333,0.000
1112,3,1,1,1,1.304,1.000,0.432,0.432,0.000,0.000,0.432,0.540,0.000,0.000,0.432,0.000,0.000,0.000,0.693,0.470,0.000,0.000,0.470,1.262,0.600,0.000,0.000,1.000,0.000,0.000,0.000,0.713,2.167,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,2.167,0.000
1112,3,1,1,1,1.304,1.000,0.470,0.470,0.000,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.000,0.000,1.099,0.501,0.000,0.000,0.501,1.262,0.650,0.000,0.000,1.000,0.000,0.000,0.000,0.713,1.333,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,1.333,0.000
1112,3,1,1,1,1.243,1.000,0.470,0.470,0.000,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.000,0.000,0.693,0.501,0.000,0.000,0.501,1.262,0.650,0.000,0.000,1.000,0.000,0.000,0.000,0.588,2.167,0.000,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,2.167,0.000
1112,3,1,1,1,1.243,1.000,0.542,0.542,0.000,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.000,0.000,0.693,0.565,0.000,0.000,0.565,1.253,0.760,0.000,0.000,1.000,0.000,0.000,0.000,0.495,1.667,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,1.667,0.000
1112,3,1,1,1,1.243,1.000,0.470,0.470,0.000,0.000,0.470,0.600,0.000,0.000,0.470,0.000,0.000,0.000,1.099,0.519,0.000,0.000,0.519,1.243,0.680,0.000,0.000,1.000,0.000,0.000,0.000,0.713,1.667,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,1.667,0.000
1112,3,1,1,1,1.304,1.000,0.542,0.542,0.000,0.000,0.542,0.720,0.000,0.000,0.542,0.000,0.000,0.000,0.405,0.610,0.000,0.000,0.610,1.262,0.840,0.000,0.000,1.000,0.000,0.000,0.000,0.713,1.667,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,1.667,0.000
257,2,1,1,1,1.158,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.000,0.000,0.405,0.500,0.000,1.099,0.432,0.432,0.000,0.432,0.903,0.540,0.000,0.000,0.000,1.000,0.540,0.000,0.531,2.383,1.219,0.000,0.000,0.000,0.000,0.531,0.700,0.000,0.000,0.000,0.000,2.383
257,1,1,1,1,1.104,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.000,0.000,0.405,0.500,0.000,0.405,0.419,0.419,0.000,0.419,0.882,0.520,0.000,0.000,0.000,1.000,0.520,0.000,0.647,2.383,1.219,0.000,0.000,0.000,0.000,0.647,0.910,0.000,0.000,0.000,0.000,2.383
257,1,1,1,1,1.253,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.000,0.000,0.405,0.500,0.000,0.693,0.482,0.482,0.000,0.482,0.930,0.620,0.000,0.000,0.000,1.000,0.620,0.000,0.445,2.383,1.219,0.000,0.000,0.000,0.000,0.445,0.560,0.000,0.000,0.000,0.000,2.383
257,1,1,1,1,1.104,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.000,0.000,0.351,0.420,0.000,0.405,0.432,0.432,0.000,0.432,0.903,0.540,0.000,0.000,0.000,1.000,0.540,0.000,0.445,1.467,0.903,0.000,0.000,0.000,0.000,0.445,0.560,0.000,0.000,0.000,0.000,1.467
257,1,1,1,1,1.253,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.000,0.000,0.322,0.380,0.000,0.693,0.358,0.358,0.000,0.358,0.903,0.430,0.000,0.000,0.000,1.000,0.430,0.000,0.647,1.833,1.041,0.000,0.000,0.000,0.000,0.647,0.910,0.000,0.000,0.000,0.000,1.833
257,2,1,1,1,1.158,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.000,0.000,0.322,0.380,0.000,1.099,0.405,0.405,0.000,0.405,0.882,0.500,0.000,0.000,0.000,1.000,0.500,0.000,0.445,1.833,1.041,0.000,0.000,0.000,0.000,0.445,0.560,0.000,0.000,0.000,0.000,1.833
257,2,1,1,1,1.104,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.000,0.000,0.405,0.500,0.000,1.099,0.482,0.482,0.000,0.482,0.930,0.620,0.000,0.000,0.000,1.000,0.620,0.000,0.531,1.467,0.903,0.000,0.000,0.000,0.000,0.531,0.700,0.000,0.000,0.000,0.000,1.467
257,1,1,1,1,1.104,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.000,0.000,0.322,0.380,0.000,0.405,0.372,0.372,0.000,0.372,0.930,0.450,0.000,0.000,0.000,1.000,0.450,0.000,0.531,1.833,1.041,0.000,0.000,0.000,0.000,0.531,0.700,0.000,0.000,0.000,0.000,1.833
257,1,1,1,1,1.253,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.000,0.000,0.351,0.420,0.000,0.693,0.392,0.392,0.000,0.392,0.882,0.480,0.000,0.000,0.000,1.000,0.480,0.000,0.531,1.467,0.903,0.000,0.000,0.000,0.000,0.531,0.700,0.000,0.000,0.000,0.000,1.467
1061,3,1,1,1,1.668,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.820,0.000,0.000,0.000,0.000,1.099,0.842,0.000,0.000,0.842,1.204,1.320,0.000,1.000,0.000,0.000,0.000,0.000,0.742,2.833,0.000,0.000,0.000,0.742,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1061,2,1,1,1,1.478,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.668,0.000,0.000,0.000,0.000,1.099,0.723,0.000,0.000,0.723,1.229,1.060,0.000,1.000,0.000,0.000,0.000,0.000,0.631,3.683,0.000,0.000,0.000,0.631,0.000,0.000,0.000,0.000,0.000,3.683,0.000,0.000
1061,3,1,1,1,1.668,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.668,0.000,0.000,0.000,0.000,1.099,0.747,0.000,0.000,0.747,1.258,1.110,0.000,1.000,0.000,0.000,0.000,0.000,0.631,2.267,0.000,0.000,0.000,0.631,0.000,0.000,0.000,0.000,0.000,2.267,0.000,0.000
1061,2,1,1,1,1.544,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.668,0.000,0.000,0.000,0.000,0.693,0.747,0.000,0.000,0.747,1.258,1.110,0.000,1.000,0.000,0.000,0.000,0.000,0.888,3.683,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,3.683,0.000,0.000
1061,3,1,1,1,1.544,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.723,0.000,0.000,0.000,0.000,1.099,0.761,0.000,0.000,0.761,1.258,1.140,0.000,1.000,0.000,0.000,0.000,0.000,0.888,2.267,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,2.267,0.000,0.000
1061,2,1,1,1,1.478,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.723,0.000,0.000,0.000,0.000,0.693,0.761,0.000,0.000,0.761,1.258,1.140,0.000,1.000,0.000,0.000,0.000,0.000,0.742,3.683,0.000,0.000,0.000,0.742,0.000,0.000,0.000,0.000,0.000,3.683,0.000,0.000
1061,3,1,1,1,1.478,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.820,0.000,0.000,0.000,0.000,0.693,0.871,0.000,0.000,0.871,1.229,1.390,0.000,1.000,0.000,0.000,0.000,0.000,0.631,2.833,0.000,0.000,0.000,0.631,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1061,3,1,1,1,1.478,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.723,0.000,0.000,0.000,0.000,1.099,0.802,0.000,0.000,0.802,1.204,1.230,0.000,1.000,0.000,0.000,0.000,0.000,0.888,2.833,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1061,3,1,1,1,1.544,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.820,0.000,0.000,0.000,0.000,0.405,0.940,0.000,0.000,0.940,1.258,1.560,0.000,1.000,0.000,0.000,0.000,0.000,0.888,2.833,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,0.000,2.833,0.000,0.000
1024,2,1,1,1,1.234,1.000,0.588,0.588,0.000,0.000,0.588,0.800,0.000,0.588,0.000,0.000,0.000,0.000,0.405,0.642,0.000,0.000,0.642,0.651,0.900,0.000,1.000,0.000,0.000,0.000,0.000,0.419,1.833,0.000,0.000,0.000,0.419,0.000,0.000,0.000,0.000,0.000,1.833,0.000,0.000
1024,2,1,1,1,1.234,1.000,0.588,0.588,0.000,0.000,0.588,0.800,0.000,0.588,0.000,0.000,0.000,0.000,1.099,0.723,0.000,0.000,0.723,0.597,1.060,0.000,1.000,0.000,0.000,0.000,0.000,0.610,2.383,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.000,0.000,2.383,0.000,0.000
1024,2,1,1,1,1.234,1.000,0.542,0.542,0.000,0.000,0.542,0.720,0.000,0.542,0.000,0.000,0.000,0.000,0.405,0.688,0.000,0.000,0.688,0.550,0.990,0.000,1.000,0.000,0.000,0.000,0.000,0.501,2.383,0.000,0.000,0.000,0.501,0.000,0.000,0.000,0.000,0.000,2.383,0.000,0.000
1024,3,1,1,1,1.065,1.000,0.542,0.542,0.000,0.000,0.542,0.720,0.000,0.542,0.000,0.000,0.000,0.000,0.693,0.688,0.000,0.000,0.688,0.550,0.990,0.000,1.000,0.000,0.000,0.000,0.000,0.610,1.467,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.000,0.000,1.467,0.000,0.000
1024,2,1,1,1,1.126,1.000,0.588,0.588,0.000,0.000,0.588,0.800,0.000,0.588,0.000,0.000,0.000,0.000,0.405,0.647,0.000,0.000,0.647,0.550,0.910,0.000,1.000,0.000,0.000,0.000,0.000,0.419,2.383,0.000,0.000,0.000,0.419,0.000,0.000,0.000,0.000,0.000,2.383,0.000,0.000
1024,3,1,1,1,1.126,1.000,0.542,0.542,0.000,0.000,0.542,0.720,0.000,0.542,0.000,0.000,0.000,0.000,0.405,0.604,0.000,0.000,0.604,0.597,0.830,0.000,1.000,0.000,0.000,0.000,0.000,0.501,1.467,0.000,0.000,0.000,0.501,0.000,0.000,0.000,0.000,0.000,1.467,0.000,0.000
1024,2,1,1,1,1.126,1.000,0.673,0.673,0.000,0.000,0.673,0.960,0.000,0.673,0.000,0.000,0.000,0.000,0.693,0.688,0.000,0.000,0.688,0.550,0.990,0.000,1.000,0.000,0.000,0.000,0.000,0.419,1.467,0.000,0.000,0.000,0.419,0.000,0.000,0.000,0.000,0.000,1.467,0.000,0.000
1024,3,1,1,1,1.234,1.000,0.673,0.673,0.000,0.000,0.673,0.960,0.000,0.673,0.000,0.000,0.000,0.000,0.405,0.723,0.000,0.000,0.723,0.597,1.060,0.000,1.000,0.000,0.000,0.000,0.000,0.610,1.467,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.000,0.000,1.467,0.000,0.000
1024,3,1,1,1,1.126,1.000,0.588,0.588,0.000,0.000,0.588,0.800,0.000,0.588,0.000,0.000,0.000,0.000,0.693,0.723,0.000,0.000,0.723,0.597,1.060,0.000,1.000,0.000,0.000,0.000,0.000,0.501,1.833,0.000,0.000,0.000,0.501,0.000,0.000,0.000,0.000,0.000,1.833,0.000,0.000
727,2,1,1,1,1.830,1.000,0.815,0.815,0.815,0.000,0.815,1.260,0.000,0.000,0.815,0.000,1.260,0.000,1.099,0.846,0.846,0.000,0.846,1.299,1.330,0.000,0.000,1.000,0.000,1.330,0.000,0.765,3.167,1.427,0.000,0.000,0.000,0.765,0.000,1.150,0.000,0.000,0.000,3.167,0.000
727,2,1,1,1,1.629,1.000,0.663,0.663,0.663,0.000,0.663,0.940,0.000,0.000,0.663,0.000,0.940,0.000,1.099,0.737,0.737,0.000,0.737,1.326,1.090,0.000,0.000,1.000,0.000,1.090,0.000,0.652,4.117,1.633,0.000,0.000,0.000,0.652,0.000,0.920,0.000,0.000,0.000,4.117,0.000
727,3,1,1,1,1.830,1.000,0.663,0.663,0.663,0.000,0.663,0.940,0.000,0.000,0.663,0.000,0.940,0.000,1.099,0.751,0.751,0.000,0.751,1.361,1.120,0.000,0.000,1.000,0.000,1.120,0.000,0.652,2.533,1.262,0.000,0.000,0.000,0.652,0.000,0.920,0.000,0.000,0.000,2.533,0.000
727,2,1,1,1,1.702,1.000,0.663,0.663,0.663,0.000,0.663,0.940,0.000,0.000,0.663,0.000,0.940,0.000,0.693,0.751,0.751,0.000,0.751,1.361,1.120,0.000,0.000,1.000,0.000,1.120,0.000,0.912,4.117,1.633,0.000,0.000,0.000,0.912,0.000,1.490,0.000,0.000,0.000,4.117,0.000
727,3,1,1,1,1.702,1.000,0.718,0.718,0.718,0.000,0.718,1.050,0.000,0.000,0.718,0.000,1.050,0.000,1.099,0.779,0.779,0.000,0.779,1.361,1.180,0.000,0.000,1.000,0.000,1.180,0.000,0.912,2.533,1.262,0.000,0.000,0.000,0.912,0.000,1.490,0.000,0.000,0.000,2.533,0.000
727,2,1,1,1,1.629,1.000,0.718,0.718,0.718,0.000,0.718,1.050,0.000,0.000,0.718,0.000,1.050,0.000,0.693,0.779,0.779,0.000,0.779,1.361,1.180,0.000,0.000,1.000,0.000,1.180,0.000,0.765,4.117,1.633,0.000,0.000,0.000,0.765,0.000,1.150,0.000,0.000,0.000,4.117,0.000
727,2,1,1,1,1.629,1.000,0.815,0.815,0.815,0.000,0.815,1.260,0.000,0.000,0.815,0.000,1.260,0.000,0.693,0.875,0.875,0.000,0.875,1.326,1.400,0.000,0.000,1.000,0.000,1.400,0.000,0.652,3.167,1.427,0.000,0.000,0.000,0.652,0.000,0.920,0.000,0.000,0.000,3.167,0.000
727,2,1,1,1,1.629,1.000,0.718,0.718,0.718,0.000,0.718,1.050,0.000,0.000,0.718,0.000,1.050,0.000,1.099,0.798,0.798,0.000,0.798,1.299,1.220,0.000,0.000,1.000,0.000,1.220,0.000,0.912,3.167,1.427,0.000,0.000,0.000,0.912,0.000,1.490,0.000,0.000,0.000,3.167,0.000
727,2,1,1,1,1.702,1.000,0.815,0.815,0.815,0.000,0.815,1.260,0.000,0.000,0.815,0.000,1.260,0.000,0.405,0.959,0.959,0.000,0.959,1.361,1.610,0.000,0.000,1.000,0.000,1.610,0.000,0.912,3.167,1.427,0.000,0.000,0.000,0.912,0.000,1.490,0.000,0.000,0.000,3.167,0.000
169,2,1,1,1,0.685,1.000,0.798,0.798,0.000,0.798,0.798,1.220,0.000,0.798,0.000,0.000,0.000,1.220,1.099,0.798,0.000,0.798,0.798,0.360,1.220,0.000,1.000,0.000,0.000,0.000,1.220,0.223,0.667,0.000,0.511,0.000,0.223,0.000,0.000,0.000,0.250,0.000,0.667,0.000,0.000
169,2,1,1,1,0.685,1.000,0.652,0.652,0.000,0.652,0.652,0.920,0.000,0.652,0.000,0.000,0.000,0.920,1.099,0.846,0.000,0.846,0.846,0.405,1.330,0.000,1.000,0.000,0.000,0.000,1.330,0.182,0.533,0.000,0.427,0.000,0.182,0.000,0.000,0.000,0.200,0.000,0.533,0.000,0.000
169,2,1,1,1,0.597,1.000,0.652,0.652,0.000,0.652,0.652,0.920,0.000,0.652,0.000,0.000,0.000,0.920,1.099,0.798,0.000,0.798,0.798,0.383,1.220,0.000,1.000,0.000,0.000,0.000,1.220,0.182,0.867,0.000,0.624,0.000,0.182,0.000,0.000,0.000,0.200,0.000,0.867,0.000,0.000
169,2,1,1,1,0.624,1.000,0.652,0.652,0.000,0.652,0.652,0.920,0.000,0.652,0.000,0.000,0.000,0.920,0.693,0.846,0.000,0.846,0.846,0.405,1.330,0.000,1.000,0.000,0.000,0.000,1.330,0.278,0.867,0.000,0.624,0.000,0.278,0.000,0.000,0.000,0.320,0.000,0.867,0.000,0.000
169,2,1,1,1,0.624,1.000,0.703,0.703,0.000,0.703,0.703,1.020,0.000,0.703,0.000,0.000,0.000,1.020,1.099,0.798,0.000,0.798,0.798,0.405,1.220,0.000,1.000,0.000,0.000,0.000,1.220,0.278,0.533,0.000,0.427,0.000,0.278,0.000,0.000,0.000,0.320,0.000,0.533,0.000,0.000
169,2,1,1,1,0.597,1.000,0.798,0.798,0.000,0.798,0.798,1.220,0.000,0.798,0.000,0.000,0.000,1.220,0.693,0.846,0.000,0.846,0.846,0.383,1.330,0.000,1.000,0.000,0.000,0.000,1.330,0.182,0.667,0.000,0.511,0.000,0.182,0.000,0.000,0.000,0.200,0.000,0.667,0.000,0.000
169,2,1,1,1,0.597,1.000,0.703,0.703,0.000,0.703,0.703,1.020,0.000,0.703,0.000,0.000,0.000,1.020,0.693,0.798,0.000,0.798,0.798,0.405,1.220,0.000,1.000,0.000,0.000,0.000,1.220,0.223,0.867,0.000,0.624,0.000,0.223,0.000,0.000,0.000,0.250,0.000,0.867,0.000,0.000
169,2,1,1,1,0.624,1.000,0.798,0.798,0.000,0.798,0.798,1.220,0.000,0.798,0.000,0.000,0.000,1.220,0.405,0.967,0.000,0.967,0.967,0.405,1.630,0.000,1.000,0.000,0.000,0.000,1.630,0.278,0.667,0.000,0.511,0.000,0.278,0.000,0.000,0.000,0.320,0.000,0.667,0.000,0.000
