ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,TRAIN_ASC_1,logt(TRAIN_TT)_1,logt(TRAIN_TT) x ga_1,logt(TRAIN_CO)_1,logt(TRAIN_CO) x ga_1,logt(TRAIN_CO) x purpose_1,logt(TRAIN_CO) x purpose_2,logt(TRAIN_CO) x age_1,logt(TRAIN_CO) x age_2,logt(TRAIN_CO) x age_3,logt(TRAIN_CO) x age_4,logt(TRAIN_HE)_1,SM_ASC_1,SM_ASC x ga_1,SM_ASC x age_1,SM_ASC x age_2,SM_ASC x age_3,SM_ASC x age_4,logt(SM_TT)_1,logt(SM_CO)_1,logt(SM_CO) x ga_1,logt(SM_CO) x purpose_1,logt(SM_CO) x purpose_2,CAR_TT_1,CAR_TT x ga_1,CAR_TT x age_1,CAR_TT x age_2,CAR_TT x age_3,CAR_TT x age_4,CAR_TT x purpose_1,CAR_TT x purpose_2,logt(CAR_CO)_1,logt(CAR_CO) x age_1,logt(CAR_CO) x age_2,logt(CAR_CO) x age_3,logt(CAR_CO) x age_4,logt(CAR_CO) x purpose_1,logt(CAR_CO) x purpose_2
371,2,1,1,0,1.000,1.065,0.000,3.761,0.000,3.761,0.000,0.000,0.000,0.000,3.761,1.099,1.000,0.000,0.000,0.000,0.000,1.000,0.718,3.940,0.000,3.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
371,2,1,1,0,1.000,1.024,0.000,3.761,0.000,3.761,0.000,0.000,0.000,0.000,3.761,0.693,1.000,0.000,0.000,0.000,0.000,1.000,0.718,3.940,0.000,3.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
371,2,1,1,0,1.000,1.024,0.000,3.940,0.000,3.940,0.000,0.000,0.000,0.000,3.940,0.693,1.000,0.000,0.000,0.000,0.000,1.000,0.685,4.018,0.000,4.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
371,2,1,1,0,1.000,1.024,0.000,3.761,0.000,3.761,0.000,0.000,0.000,0.000,3.761,1.099,1.000,0.000,0.000,0.000,0.000,1.000,0.659,4.018,0.000,4.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
371,2,1,1,0,1.000,1.065,0.000,3.940,0.000,3.940,0.000,0.000,0.000,0.000,3.940,0.405,1.000,0.000,0.000,0.000,0.000,1.000,0.718,4.222,0.000,4.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,2,1,1,1,1.000,0.999,0.999,1.026,1.026,1.026,0.000,0.000,0.000,1.026,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.438,1.026,1.026,1.026,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.336,0.000,0.000,0.336,0.000,0.336,0.000
102,2,1,1,1,1.000,0.861,0.861,0.850,0.850,0.850,0.000,0.000,0.000,0.850,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.470,1.026,1.026,1.026,0.000,1.300,1.300,0.000,0.000,1.300,0.000,1.300,0.000,0.278,0.000,0.000,0.278,0.000,0.278,0.000
102,2,1,1,1,1.000,0.999,0.999,0.850,0.850,0.850,0.000,0.000,0.000,0.850,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.511,1.078,1.078,1.078,0.000,0.800,0.800,0.000,0.000,0.800,0.000,0.800,0.000,0.278,0.000,0.000,0.278,0.000,0.278,0.000
102,1,1,1,1,1.000,0.910,0.910,0.850,0.850,0.850,0.000,0.000,0.000,0.850,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.511,1.078,1.078,1.078,0.000,1.300,1.300,0.000,0.000,1.300,0.000,1.300,0.000,0.419,0.000,0.000,0.419,0.000,0.419,0.000
102,2,1,1,1,1.000,0.910,0.910,0.912,0.912,0.912,0.000,0.000,0.000,0.912,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.511,1.026,1.026,1.026,0.000,0.800,0.800,0.000,0.000,0.800,0.000,0.800,0.000,0.419,0.000,0.000,0.419,0.000,0.419,0.000
102,2,1,1,1,1.000,0.861,0.861,0.912,0.912,0.912,0.000,0.000,0.000,0.912,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.511,1.026,1.026,1.026,0.000,1.300,1.300,0.000,0.000,1.300,0.000,1.300,0.000,0.336,0.000,0.000,0.336,0.000,0.336,0.000
102,2,1,1,1,1.000,0.861,0.861,1.026,1.026,1.026,0.000,0.000,0.000,1.026,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.470,1.078,1.078,1.078,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.278,0.000,0.000,0.278,0.000,0.278,0.000
102,2,1,1,1,1.000,0.861,0.861,0.912,0.912,0.912,0.000,0.000,0.000,0.912,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.438,1.078,1.078,1.078,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.419,0.000,0.000,0.419,0.000,0.419,0.000
102,1,1,1,1,1.000,0.910,0.910,1.026,1.026,1.026,0.000,0.000,0.000,1.026,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.511,1.218,1.218,1.218,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.419,0.000,0.000,0.419,0.000,0.419,0.000
1082,3,1,1,1,1.000,1.431,1.431,0.732,0.732,0.000,0.000,0.000,0.000,0.000,0.732,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.987,0.732,0.732,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.615,0.000,0.000,0.000,0.615,0.000,0.000
1082,2,1,1,1,1.000,1.219,1.219,0.593,0.593,0.000,0.000,0.000,0.000,0.000,0.593,1.099,1.000,1.000,0.000,0.000,0.000,1.000,1.006,0.642,0.642,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.519,0.000,0.000,0.000,0.519,0.000,0.000
1082,3,1,1,1,1.000,1.431,1.431,0.593,0.593,0.000,0.000,0.000,0.000,0.000,0.593,1.099,1.000,1.000,0.000,0.000,0.000,1.000,1.030,0.647,0.647,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.519,0.000,0.000,0.000,0.519,0.000,0.000
1082,2,1,1,1,1.000,1.295,1.295,0.593,0.593,0.000,0.000,0.000,0.000,0.000,0.593,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.030,0.647,0.647,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.742,0.000,0.000,0.000,0.742,0.000,0.000
1082,3,1,1,1,1.000,1.295,1.295,0.642,0.642,0.000,0.000,0.000,0.000,0.000,0.642,1.099,1.000,1.000,0.000,0.000,0.000,1.000,1.030,0.668,0.668,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.742,0.000,0.000,0.000,0.742,0.000,0.000
1082,2,1,1,1,1.000,1.219,1.219,0.642,0.642,0.000,0.000,0.000,0.000,0.000,0.642,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.030,0.668,0.668,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.615,0.000,0.000,0.000,0.615,0.000,0.000
1082,3,1,1,1,1.000,1.219,1.219,0.732,0.732,0.000,0.000,0.000,0.000,0.000,0.732,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.006,0.747,0.747,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.519,0.000,0.000,0.000,0.519,0.000,0.000
1082,2,1,1,1,1.000,1.219,1.219,0.642,0.642,0.000,0.000,0.000,0.000,0.000,0.642,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.987,0.683,0.683,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.742,0.000,0.000,0.000,0.742,0.000,0.000
1082,3,1,1,1,1.000,1.295,1.295,0.732,0.732,0.000,0.000,0.000,0.000,0.000,0.732,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.030,0.802,0.802,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.742,0.000,0.000,0.000,0.742,0.000,0.000
932,3,1,1,1,1.000,1.589,1.589,1.044,1.044,1.044,0.000,0.000,0.000,1.044,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.975,1.131,1.131,1.131,0.000,2.667,2.667,0.000,0.000,2.667,0.000,2.667,0.000,0.542,0.000,0.000,0.542,0.000,0.542,0.000
932,2,1,1,1,1.000,1.589,1.589,1.044,1.044,1.044,0.000,0.000,0.000,1.044,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.923,1.264,1.264,1.264,0.000,3.467,3.467,0.000,0.000,3.467,0.000,3.467,0.000,0.775,0.000,0.000,0.775,0.000,0.775,0.000
932,2,1,1,1,1.000,1.589,1.589,0.978,0.978,0.978,0.000,0.000,0.000,0.978,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.882,1.215,1.215,1.215,0.000,3.467,3.467,0.000,0.000,3.467,0.000,3.467,0.000,0.642,0.000,0.000,0.642,0.000,0.642,0.000
932,3,1,1,1,1.000,1.365,1.365,0.978,0.978,0.978,0.000,0.000,0.000,0.978,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.882,1.215,1.215,1.215,0.000,2.133,2.133,0.000,0.000,2.133,0.000,2.133,0.000,0.775,0.000,0.000,0.775,0.000,0.775,0.000
932,2,1,1,1,1.000,1.447,1.447,1.044,1.044,1.044,0.000,0.000,0.000,1.044,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.882,1.157,1.157,1.157,0.000,3.467,3.467,0.000,0.000,3.467,0.000,3.467,0.000,0.542,0.000,0.000,0.542,0.000,0.542,0.000
932,3,1,1,1,1.000,1.447,1.447,0.978,0.978,0.978,0.000,0.000,0.000,0.978,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.923,1.078,1.078,1.078,0.000,2.133,2.133,0.000,0.000,2.133,0.000,2.133,0.000,0.642,0.000,0.000,0.642,0.000,0.642,0.000
932,3,1,1,1,1.000,1.447,1.447,1.166,1.166,1.166,0.000,0.000,0.000,1.166,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.882,1.215,1.215,1.215,0.000,2.133,2.133,0.000,0.000,2.133,0.000,2.133,0.000,0.542,0.000,0.000,0.542,0.000,0.542,0.000
932,3,1,1,1,1.000,1.589,1.589,1.166,1.166,1.166,0.000,0.000,0.000,1.166,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.923,1.264,1.264,1.264,0.000,2.133,2.133,0.000,0.000,2.133,0.000,2.133,0.000,0.775,0.000,0.000,0.775,0.000,0.775,0.000
932,3,1,1,1,1.000,1.447,1.447,1.044,1.044,1.044,0.000,0.000,0.000,1.044,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.923,1.264,1.264,1.264,0.000,2.667,2.667,0.000,0.000,2.667,0.000,2.667,0.000,0.642,0.000,0.000,0.642,0.000,0.642,0.000
289,2,1,1,0,1.000,0.930,0.930,0.215,0.215,0.215,0.000,0.000,0.000,0.215,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.449,0.255,0.255,0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.930,0.930,0.215,0.215,0.215,0.000,0.000,0.000,0.215,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.417,0.322,0.322,0.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.930,0.930,0.199,0.199,0.199,0.000,0.000,0.000,0.199,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.394,0.293,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.803,0.803,0.199,0.199,0.199,0.000,0.000,0.000,0.199,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.394,0.293,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.847,0.847,0.215,0.215,0.215,0.000,0.000,0.000,0.215,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.394,0.270,0.270,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.847,0.847,0.199,0.199,0.199,0.000,0.000,0.000,0.199,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.417,0.231,0.231,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.847,0.847,0.255,0.255,0.255,0.000,0.000,0.000,0.255,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.394,0.293,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.930,0.930,0.255,0.255,0.255,0.000,0.000,0.000,0.255,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.417,0.315,0.315,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
289,2,1,1,0,1.000,0.847,0.847,0.215,0.215,0.215,0.000,0.000,0.000,0.215,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.417,0.322,0.322,0.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
997,2,1,1,1,1.000,1.603,1.603,0.399,0.399,0.000,0.000,0.000,0.000,0.000,0.399,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.361,0.425,0.425,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.495,0.000,0.000,0.000,0.495,0.000,0.000
997,2,1,1,1,1.000,1.603,1.603,0.399,0.399,0.000,0.000,0.000,0.000,0.000,0.399,1.099,1.000,1.000,0.000,0.000,0.000,1.000,1.344,0.482,0.482,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.713,0.000,0.000,0.000,0.713,0.000,0.000
997,2,1,1,1,1.000,1.603,1.603,0.365,0.365,0.000,0.000,0.000,0.000,0.000,0.365,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.331,0.451,0.451,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.588,0.000,0.000,0.000,0.588,0.000,0.000
997,2,1,1,1,1.000,1.447,1.447,0.365,0.365,0.000,0.000,0.000,0.000,0.000,0.365,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.331,0.451,0.451,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.713,0.000,0.000,0.000,0.713,0.000,0.000
997,2,1,1,1,1.000,1.500,1.500,0.399,0.399,0.000,0.000,0.000,0.000,0.000,0.399,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.331,0.432,0.432,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.495,0.000,0.000,0.000,0.495,0.000,0.000
997,2,1,1,1,1.000,1.500,1.500,0.365,0.365,0.000,0.000,0.000,0.000,0.000,0.365,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.344,0.399,0.399,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.588,0.000,0.000,0.000,0.588,0.000,0.000
997,3,1,1,1,1.000,1.500,1.500,0.464,0.464,0.000,0.000,0.000,0.000,0.000,0.464,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.331,0.482,0.482,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.495,0.000,0.000,0.000,0.495,0.000,0.000
997,3,1,1,1,1.000,1.603,1.603,0.464,0.464,0.000,0.000,0.000,0.000,0.000,0.464,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.344,0.495,0.495,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.713,0.000,0.000,0.000,0.713,0.000,0.000
997,2,1,1,1,1.000,1.500,1.500,0.399,0.399,0.000,0.000,0.000,0.000,0.000,0.399,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.344,0.482,0.482,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.588,0.000,0.000,0.000,0.588,0.000,0.000
665,2,1,1,1,1.000,1.163,1.163,0.577,0.577,0.577,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,0.642,0.610,0.610,0.610,0.000,1.500,1.500,0.000,0.000,0.000,0.000,1.500,0.000,0.470,0.000,0.000,0.000,0.000,0.470,0.000
665,2,1,1,1,1.000,0.993,0.993,0.457,0.457,0.457,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,0.668,0.519,0.519,0.519,0.000,1.950,1.950,0.000,0.000,0.000,0.000,1.950,0.000,0.392,0.000,0.000,0.000,0.000,0.392,0.000
665,2,1,1,1,1.000,1.163,1.163,0.457,0.457,0.457,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,0.701,0.536,0.536,0.536,0.000,1.200,1.200,0.000,0.000,0.000,0.000,1.200,0.000,0.392,0.000,0.000,0.000,0.000,0.392,0.000
665,2,1,1,1,1.000,1.053,1.053,0.457,0.457,0.457,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,0.701,0.536,0.536,0.536,0.000,1.950,1.950,0.000,0.000,0.000,0.000,1.950,0.000,0.577,0.000,0.000,0.000,0.000,0.577,0.000
665,2,1,1,1,1.000,1.053,1.053,0.501,0.501,0.501,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,0.701,0.554,0.554,0.554,0.000,1.200,1.200,0.000,0.000,0.000,0.000,1.200,0.000,0.577,0.000,0.000,0.000,0.000,0.577,0.000
665,2,1,1,1,1.000,0.993,0.993,0.501,0.501,0.501,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,0.701,0.554,0.554,0.554,0.000,1.950,1.950,0.000,0.000,0.000,0.000,1.950,0.000,0.470,0.000,0.000,0.000,0.000,0.470,0.000
665,3,1,1,1,1.000,0.993,0.993,0.577,0.577,0.577,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,0.668,0.631,0.631,0.631,0.000,1.500,1.500,0.000,0.000,0.000,0.000,1.500,0.000,0.392,0.000,0.000,0.000,0.000,0.392,0.000
665,3,1,1,1,1.000,0.993,0.993,0.501,0.501,0.501,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,0.642,0.565,0.565,0.565,0.000,1.500,1.500,0.000,0.000,0.000,0.000,1.500,0.000,0.577,0.000,0.000,0.000,0.000,0.577,0.000
665,3,1,1,1,1.000,1.053,1.053,0.577,0.577,0.577,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,0.701,0.688,0.688,0.688,0.000,1.500,1.500,0.000,0.000,0.000,0.000,1.500,0.000,0.577,0.000,0.000,0.000,0.000,0.577,0.000
924,3,1,1,1,1.000,1.680,1.680,1.308,1.308,1.308,0.000,0.000,0.000,1.308,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.949,1.440,1.440,1.440,0.000,5.200,5.200,0.000,0.000,5.200,0.000,5.200,0.000,0.993,0.000,0.000,0.993,0.000,0.993,0.000
924,2,1,1,1,1.000,1.599,1.599,1.308,1.308,1.308,0.000,0.000,0.000,1.308,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.889,1.389,1.389,1.389,0.000,5.200,5.200,0.000,0.000,5.200,0.000,5.200,0.000,1.166,0.000,0.000,1.166,0.000,1.166,0.000
924,3,1,1,1,1.000,1.825,1.825,1.308,1.308,1.308,0.000,0.000,0.000,1.308,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.024,1.539,1.539,1.539,0.000,5.200,5.200,0.000,0.000,5.200,0.000,5.200,0.000,0.859,0.000,0.000,0.859,0.000,0.859,0.000
924,3,1,1,1,1.000,1.599,1.599,1.179,1.179,1.179,0.000,0.000,0.000,1.179,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,0.949,1.440,1.440,1.440,0.000,3.200,3.200,0.000,0.000,3.200,0.000,3.200,0.000,0.859,0.000,0.000,0.859,0.000,0.859,0.000
924,2,1,1,1,1.000,1.825,1.825,1.105,1.105,1.105,0.000,0.000,0.000,1.105,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.949,1.215,1.215,1.215,0.000,4.000,4.000,0.000,0.000,4.000,0.000,4.000,0.000,1.166,0.000,0.000,1.166,0.000,1.166,0.000
924,3,1,1,1,1.000,1.680,1.680,1.105,1.105,1.105,0.000,0.000,0.000,1.105,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,0.889,1.369,1.369,1.369,0.000,4.000,4.000,0.000,0.000,4.000,0.000,4.000,0.000,0.859,0.000,0.000,0.859,0.000,0.859,0.000
924,3,1,1,1,1.000,1.599,1.599,1.308,1.308,1.308,0.000,0.000,0.000,1.308,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.024,1.539,1.539,1.539,0.000,3.200,3.200,0.000,0.000,3.200,0.000,3.200,0.000,0.993,0.000,0.000,0.993,0.000,0.993,0.000
924,3,1,1,1,1.000,1.599,1.599,1.105,1.105,1.105,0.000,0.000,0.000,1.105,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.024,1.264,1.264,1.264,0.000,4.000,4.000,0.000,0.000,4.000,0.000,4.000,0.000,0.993,0.000,0.000,0.993,0.000,0.993,0.000
924,2,1,1,1,1.000,1.825,1.825,1.179,1.179,1.179,0.000,0.000,0.000,1.179,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,0.889,1.319,1.319,1.319,0.000,3.200,3.200,0.000,0.000,3.200,0.000,3.200,0.000,0.993,0.000,0.000,0.993,0.000,0.993,0.000
1188,3,1,1,1,1.000,1.386,1.386,0.174,0.174,0.000,0.000,0.000,0.000,0.174,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.076,0.207,0.207,0.000,0.000,2.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.470,0.000,0.000,0.470,0.000,0.000,0.000
1188,3,1,1,1,1.000,1.386,1.386,0.174,0.174,0.000,0.000,0.000,0.000,0.174,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.053,0.270,0.270,0.000,0.000,2.600,2.600,0.000,0.000,2.600,0.000,0.000,0.000,0.678,0.000,0.000,0.678,0.000,0.000,0.000
1188,2,1,1,1,1.000,1.386,1.386,0.157,0.157,0.000,0.000,0.000,0.000,0.157,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.036,0.270,0.270,0.000,0.000,2.600,2.600,0.000,0.000,2.600,0.000,0.000,0.000,0.560,0.000,0.000,0.560,0.000,0.000,0.000
1188,3,1,1,1,1.000,1.204,1.204,0.157,0.157,0.000,0.000,0.000,0.000,0.157,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.036,0.270,0.270,0.000,0.000,1.600,1.600,0.000,0.000,1.600,0.000,0.000,0.000,0.678,0.000,0.000,0.678,0.000,0.000,0.000
1188,2,1,1,1,1.000,1.267,1.267,0.174,0.174,0.000,0.000,0.000,0.000,0.174,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.036,0.223,0.223,0.000,0.000,2.600,2.600,0.000,0.000,2.600,0.000,0.000,0.000,0.470,0.000,0.000,0.470,0.000,0.000,0.000
1188,3,1,1,1,1.000,1.267,1.267,0.157,0.157,0.000,0.000,0.000,0.000,0.157,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.053,0.207,0.207,0.000,0.000,1.600,1.600,0.000,0.000,1.600,0.000,0.000,0.000,0.560,0.000,0.000,0.560,0.000,0.000,0.000
1188,3,1,1,1,1.000,1.267,1.267,0.207,0.207,0.000,0.000,0.000,0.000,0.207,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.036,0.207,0.207,0.000,0.000,1.600,1.600,0.000,0.000,1.600,0.000,0.000,0.000,0.470,0.000,0.000,0.470,0.000,0.000,0.000
1188,2,1,1,1,1.000,1.386,1.386,0.207,0.207,0.000,0.000,0.000,0.000,0.207,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.053,0.223,0.223,0.000,0.000,1.600,1.600,0.000,0.000,1.600,0.000,0.000,0.000,0.678,0.000,0.000,0.678,0.000,0.000,0.000
1188,2,1,1,1,1.000,1.267,1.267,0.174,0.174,0.000,0.000,0.000,0.000,0.174,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.053,0.270,0.270,0.000,0.000,2.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.560,0.000,0.000,0.560,0.000,0.000,0.000
648,2,1,1,1,1.000,1.018,1.018,0.647,0.647,0.647,0.000,0.000,0.000,0.000,0.647,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.615,0.688,0.688,0.688,0.000,2.383,2.383,0.000,0.000,0.000,2.383,2.383,0.000,0.560,0.000,0.000,0.000,0.560,0.560,0.000
648,2,1,1,1,1.000,0.956,0.956,0.647,0.647,0.647,0.000,0.000,0.000,0.000,0.647,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.588,0.668,0.668,0.668,0.000,2.383,2.383,0.000,0.000,0.000,2.383,2.383,0.000,0.678,0.000,0.000,0.000,0.678,0.678,0.000
648,2,1,1,1,1.000,1.126,1.126,0.647,0.647,0.647,0.000,0.000,0.000,0.000,0.647,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.651,0.761,0.761,0.761,0.000,2.383,2.383,0.000,0.000,0.000,2.383,2.383,0.000,0.470,0.000,0.000,0.000,0.470,0.470,0.000
648,3,1,1,1,1.000,0.956,0.956,0.565,0.565,0.565,0.000,0.000,0.000,0.000,0.565,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.615,0.688,0.688,0.688,0.000,1.467,1.467,0.000,0.000,0.000,1.467,1.467,0.000,0.470,0.000,0.000,0.000,0.470,0.470,0.000
648,2,1,1,1,1.000,1.126,1.126,0.519,0.519,0.519,0.000,0.000,0.000,0.000,0.519,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.615,0.588,0.588,0.588,0.000,1.833,1.833,0.000,0.000,0.000,1.833,1.833,0.000,0.678,0.000,0.000,0.000,0.678,0.678,0.000
